fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_points,efficiency
42.0,36.4,77.4,1.8,1.5,0.4,0.1,1.2,1,639.0,0.46632124352331605
47.6,38.5,68.3,3.6,1.1,0.8,0.4,0.8,1,273.6,0.29687500000000006
39.9,35.2,80.8,4.2,3.3,1.2,0.3,1.4,0,531.0,0.36419753086419754
42.0,22.5,63.4,2.0,3.8,1.2,0.2,1.7,1,483.8,0.3172043010752688
47.8,18.2,75.1,3.9,0.8,0.3,0.3,1.8,1,646.8000000000001,0.47191011235955055
54.9,0.0,73.4,2.7,0.5,0.7,0.4,0.6,1,469.0,0.4216867469879518
42.0,0.0,48.9,3.5,0.6,0.4,0.4,0.8,1,156.20000000000002,0.16058394160583944
36.3,35.8,67.5,1.2,2.5,0.3,0.0,0.9,0,139.5,0.23308270676691728
37.2,36.5,73.1,1.5,0.5,0.3,0.2,0.6,0,281.2,0.3140495867768595
39.3,11.1,71.7,2.2,0.4,0.8,0.3,0.3,1,130.0,0.22123893805309733
42.6,0.0,63.2,1.8,0.3,0.3,0.2,0.5,0,124.2,0.29347826086956524
31.4,29.5,70.4,1.9,0.5,0.3,0.2,0.5,1,122.2,0.28260869565217395
46.2,0.0,60.9,8.1,1.7,1.8,1.9,1.9,0,742.5,0.32142857142857145
39.8,0.0,46.3,2.0,0.2,0.1,0.9,0.3,0,88.0,0.24719101123595505
30.9,28.6,66.7,0.7,1.5,0.2,0.0,0.7,0,153.4,0.3170731707317074
43.9,0.0,59.5,1.0,0.9,0.4,0.0,0.8,1,106.0,0.27027027027027023
38.9,34.0,65.9,1.5,0.2,0.2,0.1,0.4,1,156.8,0.4571428571428572
40.6,0.0,66.7,1.5,0.0,0.2,0.1,0.5,0,33.0,0.25
37.4,31.0,75.2,3.1,6.0,1.9,0.0,2.9,1,640.0,0.3545706371191136
45.0,28.8,76.1,5.7,3.0,1.1,1.5,2.2,1,915.0,0.5198863636363635
43.0,20.3,75.1,2.7,6.5,1.6,0.1,2.9,1,660.0,0.37499999999999994
43.9,41.2,71.3,6.4,2.4,1.7,1.0,2.4,1,792.0,0.4852941176470588
42.5,26.2,55.1,4.3,6.5,1.7,0.2,2.5,0,729.8000000000001,0.2927631578947369
46.5,43.3,63.9,1.7,1.9,0.5,0.2,1.3,1,545.0,0.34935897435897434
50.0,0.0,71.7,10.3,0.9,0.9,0.6,1.2,1,176.4,0.2072368421052632
35.7,35.7,50.7,5.2,0.6,0.4,0.3,0.8,1,151.70000000000002,0.243421052631579
42.5,35.8,81.8,2.3,2.5,0.9,0.5,1.6,1,485.1,0.33333333333333337
44.9,36.5,78.2,3.5,1.6,1.5,0.4,1.1,0,505.0,0.39147286821705424
45.2,30.0,58.8,6.4,0.7,0.8,0.3,1.4,1,451.2,0.42666666666666664
46.3,40.0,71.3,4.3,0.9,0.6,0.1,1.5,1,409.99999999999994,0.3677130044843049
49.0,25.0,69.7,5.5,1.7,1.2,0.2,1.9,0,307.5,0.41694915254237286
41.1,15.4,70.9,3.8,1.5,0.9,0.3,1.4,1,455.0,0.4595959595959596
53.7,0.0,53.8,3.7,0.8,0.9,0.9,0.9,1,259.7,0.33125
46.8,0.0,67.5,3.0,0.4,0.4,0.3,0.5,1,303.8,0.389937106918239
32.9,16.7,75.0,1.2,1.6,0.5,0.2,1.1,0,172.2,0.27516778523489926
45.0,0.0,56.8,3.4,0.4,0.4,1.1,0.8,1,92.39999999999999,0.22602739726027393
36.1,40.3,82.4,1.8,1.8,0.5,0.0,0.7,1,124.80000000000001,0.36363636363636365
50.0,38.9,71.4,1.9,0.5,0.2,0.1,0.5,1,218.39999999999998,0.4057971014492753
36.7,33.5,64.6,3.3,3.1,1.5,0.3,1.3,0,522.6,0.2888888888888889
36.4,32.7,100.0,0.9,1.5,0.3,0.1,0.9,1,119.0,0.2692307692307692
73.7,0.0,50.0,3.0,0.2,0.4,0.8,0.4,1,132.6,0.4015748031496063
56.5,50.0,79.4,3.1,0.6,0.2,0.5,0.8,1,239.4,0.5121951219512195
40.5,16.7,76.3,1.8,1.3,0.7,0.1,1.2,1,207.0,0.371900826446281
36.5,40.0,55.6,1.6,0.7,0.3,0.1,0.6,0,96.0,0.2909090909090909
37.6,21.4,67.5,1.3,0.3,0.3,0.3,0.7,0,117.8,0.36893203883495146
38.0,10.0,82.2,1.5,0.4,0.1,0.0,0.7,0,163.2,0.4705882352941177
38.0,16.7,66.7,0.8,1.5,0.3,0.0,0.9,1,66.0,0.3
39.5,20.0,69.2,2.0,0.5,0.3,0.1,0.4,0,78.3,0.31521739130434784
29.4,26.1,75.0,0.9,0.8,0.2,0.0,0.5,0,50.400000000000006,0.2470588235294118
44.8,31.4,82.9,3.2,3.5,0.9,0.2,1.6,0,702.1,0.47600000000000003
44.3,0.0,77.8,1.9,0.4,0.5,0.2,0.6,0,115.5,0.4074074074074074
37.1,30.0,78.6,0.7,0.9,0.1,0.0,0.7,0,79.2,0.33333333333333337
41.2,16.7,71.0,1.3,0.1,0.2,0.1,0.5,1,64.80000000000001,0.45000000000000007
35.7,0.0,57.1,1.4,0.1,0.2,0.1,0.5,1,41.6,0.3404255319148936
42.6,30.8,84.6,6.6,1.7,1.0,0.4,2.6,1,1221.3999999999999,0.5253333333333333
45.0,10.7,83.9,3.5,2.2,1.6,0.2,1.6,1,1224.0,0.4594594594594595
44.1,0.0,80.1,3.2,8.2,2.5,0.2,2.4,1,720.0,0.2903225806451613
48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,1,828.1999999999999,0.3279220779220779
48.0,0.0,71.6,4.0,2.0,1.2,0.6,2.0,0,828.1999999999999,0.3279220779220779
39.2,25.9,81.4,4.4,4.7,1.5,0.2,2.7,1,788.8,0.38666666666666666
42.2,34.1,84.2,2.8,3.6,0.7,0.1,2.5,0,777.6999999999999,0.4089068825910931
37.1,32.8,72.7,2.2,4.3,0.8,0.1,1.6,1,577.5,0.25510204081632654
40.8,20.2,87.3,2.8,3.4,1.3,0.2,1.9,1,772.1999999999999,0.41935483870967744
37.4,32.9,85.0,2.4,3.9,1.3,0.1,2.2,1,896.0,0.4043321299638989
41.6,21.2,65.9,1.9,4.5,0.7,0.1,2.2,1,577.1999999999999,0.2954545454545454
40.4,32.1,78.3,1.9,1.2,0.8,0.4,1.1,0,508.2,0.33047210300429186
44.6,21.4,70.2,5.4,0.9,0.8,1.1,1.5,1,546.0,0.3620689655172414
44.7,36.3,74.0,3.7,1.2,0.7,0.2,1.5,1,847.0,0.47619047619047616
45.2,33.3,77.6,5.6,1.0,0.6,0.4,2.0,1,816.0,0.45132743362831856
47.6,0.0,70.9,4.2,0.7,0.5,0.6,1.5,1,816.5,0.539906103286385
49.0,14.3,67.9,4.5,1.2,0.4,0.3,1.2,1,494.0,0.4523809523809524
44.3,32.1,72.2,1.5,1.9,0.7,0.1,1.1,1,324.0,0.30303030303030304
36.7,25.0,61.7,1.2,1.9,1.1,0.2,1.7,0,336.4,0.31521739130434784
45.0,34.1,71.2,4.2,1.5,0.8,0.9,1.0,1,448.0,0.3804347826086957
34.8,36.1,67.7,1.5,2.6,0.7,0.1,1.4,1,163.4,0.2621951219512195
40.7,37.7,62.1,2.4,0.9,0.5,0.2,1.3,0,243.20000000000002,0.46043165467625896
42.8,0.0,68.8,3.4,0.3,0.4,1.3,0.6,1,281.2,0.27941176470588236
43.9,39.8,57.1,3.6,1.3,0.6,0.5,1.1,0,217.60000000000002,0.30331753554502366
41.4,11.1,65.2,5.1,0.9,0.6,0.3,1.4,0,214.4,0.29004329004329005
44.9,0.0,59.7,2.9,0.3,0.2,1.4,0.7,0,232.0,0.31249999999999994
37.8,0.0,70.0,1.1,1.9,0.4,0.0,1.3,1,122.5,0.2845528455284553
41.4,16.7,72.1,1.7,0.9,0.4,0.1,0.8,0,128.7,0.32673267326732675
48.7,0.0,75.9,2.0,0.3,0.4,0.2,0.8,1,151.2,0.2828282828282828
47.1,0.0,52.2,2.4,0.5,0.5,0.1,0.8,0,136.5,0.3723404255319149
36.1,37.5,70.6,0.8,1.9,0.2,0.0,1.2,1,139.5,0.3333333333333333
32.9,28.6,42.9,0.6,1.2,0.6,0.1,0.7,0,53.199999999999996,0.1818181818181818
41.8,33.3,83.8,1.0,0.2,0.3,0.2,0.5,1,152.0,0.59375
39.7,32.1,65.0,0.7,0.5,0.3,0.1,0.3,1,70.3,0.3584905660377358
41.6,34.1,70.2,4.1,7.5,2.1,0.3,4.4,1,1786.0,0.5860349127182045
42.6,37.7,77.1,3.9,3.0,1.9,0.4,1.6,1,1344.8,0.44686648501362397
42.5,32.7,63.1,9.0,3.2,1.3,0.7,2.8,1,1435.0,0.48342541436464087
45.3,25.9,74.6,6.9,2.2,1.0,1.0,2.8,1,1496.0,0.5342857142857143
40.8,35.4,72.7,2.7,7.8,1.0,0.3,3.1,1,1058.6000000000001,0.45533141210374645
43.0,39.3,82.3,4.0,2.6,0.9,0.1,1.8,1,1098.8,0.4336569579288026
48.2,14.3,69.3,6.3,1.5,1.1,2.1,2.1,1,932.4000000000001,0.49169435215946844
44.1,40.4,76.3,2.0,3.7,1.0,0.0,1.5,1,770.8000000000001,0.3230240549828179
48.1,25.0,58.7,6.1,0.6,0.6,0.8,1.0,1,562.1,0.2908366533864542
39.6,28.7,75.2,3.2,1.2,0.7,1.1,1.7,0,489.8,0.3623853211009174
57.3,0.0,69.6,7.3,0.6,0.6,1.4,0.5,1,544.0,0.32653061224489793
37.9,38.2,61.5,1.7,1.6,0.7,0.2,0.8,0,188.6,0.27710843373493976
46.2,51.1,68.7,2.8,0.8,0.4,0.1,1.1,1,383.5,0.3597560975609756
50.9,0.0,62.0,4.5,0.5,0.4,0.8,0.7,1,340.8,0.294478527607362
41.7,37.5,81.9,1.9,1.3,0.7,0.3,1.6,1,539.6,0.4903225806451613
43.7,40.9,64.6,1.5,2.4,0.6,0.2,1.6,1,249.6,0.2549019607843137
54.9,0.0,60.5,3.5,0.3,0.2,0.4,1.0,1,273.59999999999997,0.3178807947019867
39.0,100.0,63.7,4.1,0.6,0.3,1.0,1.2,1,367.2,0.34931506849315064
41.4,36.5,76.3,2.3,1.7,0.6,0.2,0.9,0,434.99999999999994,0.40845070422535207
46.5,46.4,82.4,1.6,1.6,0.6,0.1,1.1,1,329.40000000000003,0.3802816901408451
44.4,0.0,64.9,3.4,0.4,0.3,0.5,0.9,1,215.0,0.35714285714285715
42.9,0.0,69.1,3.3,0.3,0.1,0.3,0.7,1,307.5,0.3228346456692913
51.7,50.0,71.8,2.3,0.5,0.3,0.4,1.1,1,326.4,0.41379310344827586
39.7,30.1,65.8,1.2,1.5,0.5,0.1,0.9,1,312.0,0.3391304347826087
41.7,20.0,56.5,2.9,0.3,0.3,0.3,0.4,0,176.70000000000002,0.2980769230769231
45.1,0.0,60.3,2.8,0.2,0.0,0.6,0.6,1,184.49999999999997,0.4019607843137255
47.7,0.0,61.3,3.0,0.6,0.5,0.3,0.8,1,162.0,0.30927835051546393
44.6,0.0,73.8,2.4,0.2,0.2,0.5,0.6,0,154.0,0.23157894736842105
35.2,31.4,59.1,3.0,1.2,0.6,1.1,1.3,0,409.5,0.2971698113207547
53.2,0.0,48.6,1.6,0.4,0.3,0.2,0.6,1,82.8,0.26136363636363635
52.6,0.0,55.2,1.7,0.2,0.1,0.1,0.4,0,77.0,0.2857142857142857
38.2,28.6,57.1,0.7,0.4,0.2,0.3,0.5,1,63.0,0.32727272727272727
55.1,0.0,56.5,1.2,0.3,0.0,0.3,1.1,0,112.0,0.6274509803921569
42.6,39.5,79.7,4.0,9.3,1.4,0.3,3.8,1,1330.0,0.46454767726161367
47.6,32.8,74.9,4.6,3.5,1.0,0.4,1.6,1,1230.0,0.3826530612244898
41.4,31.8,74.7,3.7,3.9,1.1,1.1,3.5,1,1382.3999999999999,0.5119999999999999
45.8,35.7,77.3,8.7,1.0,1.0,1.6,1.7,1,1254.6000000000001,0.4447674418604652
45.7,0.0,73.2,7.4,1.4,0.6,0.7,2.0,1,1024.1000000000001,0.4169278996865205
41.2,36.8,78.2,2.5,6.1,1.1,0.0,2.4,0,864.0,0.34838709677419355
48.5,0.0,68.3,7.5,1.0,0.7,1.5,2.0,1,1018.4,0.44666666666666666
49.1,28.6,70.5,6.3,1.8,1.1,1.6,1.4,1,832.0,0.3623693379790941
48.7,32.9,65.0,4.7,1.3,0.7,0.8,1.6,1,656.5,0.36727272727272725
47.4,41.6,81.0,2.1,2.9,1.2,0.3,1.5,1,797.9,0.42083333333333334
44.1,30.0,67.1,3.4,1.1,0.9,0.2,1.4,1,684.8,0.4652173913043478
50.1,0.0,66.3,5.9,0.6,0.6,0.5,1.3,1,666.0,0.4017857142857143
48.0,0.0,65.1,5.6,0.6,0.4,0.2,1.1,0,340.2,0.3088235294117647
44.2,0.0,59.5,4.5,0.6,0.6,0.5,1.1,1,505.6,0.3575418994413408
51.3,0.0,55.3,3.4,0.7,0.4,0.2,1.3,1,517.5,0.42372881355932207
43.9,27.3,68.6,4.4,0.8,0.3,0.4,0.9,0,360.0,0.28409090909090906
55.7,0.0,70.8,4.0,0.2,0.2,1.6,0.8,1,337.5,0.25862068965517243
40.2,39.8,76.7,1.0,2.7,0.4,0.0,1.5,1,231.0,0.3716216216216216
41.1,34.6,70.2,1.7,2.9,0.7,0.3,1.5,1,418.7,0.363013698630137
56.7,0.0,66.2,2.9,0.2,0.7,0.6,0.6,1,262.2,0.2638888888888889
43.1,14.7,70.1,1.8,1.4,0.3,0.2,1.0,0,279.0,0.32142857142857145
38.7,34.4,83.3,1.2,1.1,0.5,0.1,0.7,0,303.8,0.3602941176470589
38.2,36.4,78.6,2.2,2.5,0.8,0.1,1.6,0,260.09999999999997,0.2575757575757575
40.9,26.9,66.1,3.4,0.5,0.4,0.5,0.5,1,249.6,0.2867647058823529
45.3,32.7,65.3,1.4,1.1,0.7,0.2,1.0,0,290.4,0.5076923076923077
47.3,0.0,66.7,3.1,0.1,0.1,1.1,0.4,1,205.20000000000002,0.31034482758620696
46.6,0.0,56.0,2.2,0.4,0.2,0.2,1.4,1,296.79999999999995,0.48695652173913034
33.0,31.0,67.4,1.2,1.5,0.4,0.1,1.2,0,104.39999999999999,0.2566371681415929
41.5,26.2,81.7,1.7,0.7,0.2,0.1,0.7,1,240.0,0.40816326530612246
42.3,32.0,83.3,0.7,1.6,0.3,0.1,1.1,1,218.3,0.3814432989690722
43.8,0.0,58.8,1.9,0.4,0.2,0.1,0.8,1,182.4,0.33333333333333337
34.0,31.1,67.4,3.2,1.2,1.2,0.3,1.4,0,249.1,0.26903553299492383
42.0,20.0,59.2,1.0,1.7,0.7,0.0,0.9,1,116.10000000000001,0.30000000000000004
34.3,30.3,72.2,0.6,1.2,0.5,0.1,0.8,0,106.60000000000001,0.29545454545454547
37.6,0.0,65.6,1.8,0.2,0.3,0.2,0.7,0,189.1,0.3827160493827161
35.6,22.2,75.0,1.6,0.3,0.2,0.2,0.3,0,88.2,0.2368421052631579
45.0,0.0,56.1,1.5,0.2,0.3,0.1,0.5,0,132.5,0.35714285714285715
39.0,0.0,62.5,0.8,0.1,0.1,0.1,0.1,0,36.300000000000004,0.23913043478260876
47.7,14.8,73.2,6.4,5.0,1.8,0.9,2.9,1,1393.0,0.5195822454308094
45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,0,1752.0,0.5918918918918918
45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,1,1752.0,0.5918918918918918
48.9,0.0,66.4,8.4,2.5,0.8,0.2,2.5,1,1105.0,0.4709141274238227
57.5,0.0,55.1,5.8,0.7,0.3,0.4,0.8,0,378.0,0.3157894736842105
38.5,27.2,69.8,5.4,7.7,1.9,0.3,3.2,1,924.3,0.34615384615384615
40.2,29.8,75.4,4.4,1.6,0.9,0.7,2.0,1,1142.1,0.4462025316455696
46.0,37.0,72.2,3.9,2.0,2.0,0.6,1.2,1,896.0,0.45161290322580644
53.4,0.0,63.5,7.3,0.5,0.4,0.8,1.4,1,780.0,0.3367003367003367
39.4,28.4,66.2,5.6,1.5,0.6,1.2,1.6,1,907.1999999999999,0.43448275862068964
51.1,25.0,63.6,7.5,1.2,0.6,1.4,2.0,1,1056.0,0.46153846153846156
46.5,0.0,64.5,6.0,0.6,0.5,1.3,1.9,0,900.6,0.44015444015444016
48.4,43.6,79.2,2.6,1.3,0.6,0.3,1.0,1,811.2,0.4502164502164502
48.5,28.6,44.7,7.4,0.7,0.5,0.6,1.4,0,448.8,0.30088495575221236
45.4,31.6,73.9,2.7,4.8,0.8,0.3,2.0,1,664.1999999999999,0.3693693693693693
41.9,37.5,68.1,2.5,1.3,1.0,0.3,0.9,0,188.8,0.31382978723404253
44.3,39.2,71.4,2.8,4.3,1.1,0.1,2.0,1,616.4,0.4220183486238532
38.0,32.8,75.3,1.3,4.1,0.8,0.1,1.4,1,307.4,0.30051813471502586
44.4,39.3,68.5,2.9,2.0,0.8,0.4,0.9,1,292.5,0.35326086956521746
47.5,21.4,64.8,1.9,2.7,0.8,0.0,1.5,0,273.8,0.40659340659340665
46.5,0.0,49.2,3.4,0.5,0.6,0.6,0.8,0,300.8,0.2919254658385093
45.7,0.0,61.4,2.7,1.1,0.7,0.2,0.9,0,241.79999999999998,0.24683544303797467
51.5,16.7,83.3,2.2,1.0,0.5,0.3,0.7,1,378.0,0.4
44.1,37.4,78.3,1.6,1.0,0.5,0.2,0.8,1,567.0,0.4697986577181208
38.1,31.4,70.0,1.1,3.2,0.7,0.0,1.8,0,192.5,0.23809523809523808
59.1,100.0,48.9,3.3,0.5,0.2,0.6,0.5,0,179.4,0.3046875
45.1,0.0,44.7,2.4,1.2,0.5,0.1,1.0,1,135.29999999999998,0.26829268292682923
53.0,40.0,61.8,3.3,0.8,0.4,0.1,0.8,1,188.6,0.3565217391304348
32.8,24.3,77.5,1.0,1.9,0.4,0.1,1.0,1,117.6,0.21238938053097342
43.3,0.0,75.0,2.3,0.5,0.4,0.4,0.5,1,143.10000000000002,0.24107142857142866
50.0,26.3,67.9,1.2,1.0,0.6,0.2,0.8,0,198.0,0.29464285714285715
38.4,30.1,64.9,1.1,1.0,0.2,0.1,0.9,0,266.79999999999995,0.43396226415094336
42.4,0.0,69.4,2.6,0.6,0.2,0.1,0.8,1,206.5,0.35353535353535354
47.9,0.0,68.3,1.9,0.2,0.2,1.1,0.3,1,93.5,0.17525773195876287
38.8,36.0,68.2,1.4,0.4,0.3,0.4,0.7,0,168.1,0.42708333333333337
56.2,33.3,41.0,1.2,0.7,0.4,0.1,0.7,0,151.79999999999998,0.358695652173913
37.2,24.0,65.3,0.8,0.4,0.3,0.1,0.4,0,126.0,0.3703703703703704
42.6,38.4,71.1,0.5,1.0,0.3,0.0,1.0,0,235.2,0.7384615384615384
39.5,31.0,66.7,0.6,1.1,0.3,0.1,0.7,0,117.8,0.4769230769230769
46.6,26.7,74.2,5.4,6.6,2.3,0.6,3.6,1,1312.0,0.43478260869565216
40.6,28.4,69.9,4.5,3.4,1.1,0.2,3.1,1,1516.8,0.5231607629427792
39.4,33.8,78.1,2.9,5.8,1.1,0.1,1.8,1,1101.6,0.4084084084084084
55.2,0.0,53.2,9.1,3.6,1.2,2.2,2.7,1,1330.0,0.545171339563863
44.7,27.1,72.1,3.6,0.7,0.5,0.5,0.8,0,244.4,0.3058823529411765
50.1,20.0,56.9,7.6,2.0,0.7,1.4,2.0,1,1107.0,0.43269230769230765
46.8,36.0,81.1,4.0,2.6,0.7,0.3,2.8,1,1311.4,0.542483660130719
37.5,33.3,73.2,2.3,4.8,1.5,0.1,2.2,1,844.6,0.3886792452830189
41.9,31.1,77.8,5.1,1.6,0.7,0.6,1.1,1,742.6,0.3671875
50.8,0.0,59.6,5.8,1.4,1.4,0.4,1.2,1,681.6,0.38709677419354843
41.5,16.7,75.7,6.2,1.2,0.9,1.2,0.9,1,450.3,0.23076923076923078
47.0,4.3,77.0,2.9,1.9,1.0,0.1,1.7,1,780.0,0.48582995951417
58.7,0.0,59.2,5.7,1.0,1.0,1.0,0.8,1,255.3,0.2936170212765958
47.9,0.0,72.9,7.5,1.2,0.8,0.4,1.2,1,469.8,0.26484018264840187
50.8,0.0,64.2,6.2,0.7,0.6,1.0,1.3,1,623.7,0.3598130841121496
40.5,29.9,82.4,1.5,1.3,0.4,0.2,1.3,1,671.5,0.44270833333333337
54.5,0.0,71.1,3.1,0.6,1.5,0.0,0.9,0,426.29999999999995,0.46276595744680843
43.9,38.0,67.2,2.9,1.3,0.8,0.6,1.7,1,639.9,0.45505617977528084
49.5,0.0,57.8,3.0,1.0,0.7,0.3,1.2,1,517.5,0.39204545454545453
41.8,29.5,84.1,2.0,2.9,0.9,0.1,1.4,1,442.2,0.3941176470588235
48.4,9.1,61.4,2.7,0.8,1.0,0.3,0.8,1,335.0,0.29940119760479045
47.6,0.0,60.0,3.5,0.7,0.6,0.1,0.8,0,96.60000000000001,0.2625
36.2,26.6,82.5,2.3,0.8,0.7,0.3,0.6,0,216.2,0.2771084337349397
40.6,0.0,67.5,3.3,0.2,0.3,0.7,1.0,0,407.0,0.3548387096774194
42.1,21.2,73.1,2.0,1.4,0.6,0.1,1.0,1,415.8,0.3576158940397351
41.9,33.3,65.7,2.6,1.2,0.7,0.3,0.9,1,244.79999999999998,0.31999999999999995
59.2,0.0,54.7,3.4,0.3,0.3,0.3,0.7,0,244.8,0.27692307692307694
40.0,8.0,83.6,1.2,0.9,0.9,0.1,0.9,1,336.0,0.3779527559055118
53.9,0.0,54.5,3.1,0.4,0.3,0.5,0.6,0,176.0,0.2644628099173554
37.7,40.4,75.3,1.1,1.2,0.4,0.1,0.9,1,339.2,0.4453781512605042
36.5,31.5,67.2,1.3,1.2,0.5,0.3,0.9,1,278.4,0.41379310344827586
43.7,0.0,61.3,2.9,0.8,0.3,0.5,0.8,1,201.0,0.2912621359223301
35.5,26.2,75.0,2.5,0.9,0.6,0.3,1.0,0,210.60000000000002,0.3253012048192771
36.8,23.4,83.0,0.7,2.1,0.6,0.1,0.9,1,186.0,0.34444444444444444
30.5,33.3,80.0,0.7,1.3,0.3,0.0,0.9,1,72.0,0.21176470588235294
52.2,50.0,82.4,0.8,1.5,0.3,0.1,0.6,1,163.2,0.425
31.8,20.8,44.4,0.9,0.4,0.4,0.3,0.5,0,72.2,0.25333333333333335
40.4,27.9,75.9,1.7,0.5,0.3,0.1,0.6,0,159.0,0.41666666666666663
41.5,0.0,63.0,2.6,0.2,0.2,0.5,0.5,1,117.0,0.41935483870967744
31.7,33.3,73.5,0.8,0.3,0.2,0.1,0.3,0,129.2,0.3454545454545454
48.6,0.0,54.1,1.3,0.2,0.1,0.2,0.3,1,89.3,0.40425531914893614
56.2,0.0,59.2,13.9,1.9,0.7,3.5,3.8,1,1895.3999999999999,0.6174142480211081
46.4,36.9,74.6,3.5,3.8,1.6,0.7,2.6,1,1185.8,0.4325842696629213
47.4,10.0,83.5,8.7,2.8,1.3,1.0,3.4,1,1474.2,0.5214899713467048
42.6,28.1,64.4,9.6,3.8,1.6,0.4,2.8,1,1190.7,0.42608695652173917
51.1,0.0,78.1,10.3,1.0,0.3,3.5,3.0,1,1638.0,0.6194690265486726
50.4,15.4,74.8,9.1,1.8,0.9,1.4,1.9,1,1205.3999999999999,0.43880597014925365
46.9,25.0,71.3,7.2,1.8,1.0,0.8,2.1,1,1279.2,0.48148148148148157
47.4,25.5,71.5,5.0,2.4,1.0,1.1,2.0,1,797.9,0.3423728813559322
49.3,0.0,60.2,7.4,1.3,0.5,1.1,2.2,1,972.0,0.46551724137931033
43.5,31.9,74.2,4.5,3.0,1.1,0.5,3.0,1,1003.0,0.5985915492957746
43.3,0.0,65.1,6.2,1.1,0.7,0.9,1.7,1,803.6,0.3512544802867384
52.4,33.3,70.7,4.6,1.3,1.8,0.8,1.9,0,758.4000000000001,0.5745454545454546
43.2,29.3,71.7,4.1,1.6,1.1,0.7,1.7,1,979.8000000000001,0.5073529411764706
44.6,0.0,83.2,3.2,1.3,0.6,0.1,1.1,1,347.1,0.40090090090090097
47.1,23.1,72.8,2.4,3.5,0.7,0.1,1.6,1,364.5,0.36818181818181817
46.8,39.0,78.6,2.3,2.2,0.8,0.2,1.6,1,800.8000000000001,0.4837209302325582
40.2,16.7,77.2,2.6,1.6,1.0,0.2,1.5,0,592.0,0.3755868544600939
44.8,0.0,75.9,4.1,1.2,0.8,0.3,1.3,0,188.0,0.44549763033175355
44.3,33.3,72.7,2.8,1.9,0.5,0.4,1.3,1,700.6999999999999,0.446078431372549
47.5,0.0,71.0,4.9,2.1,0.7,1.8,1.9,1,313.59999999999997,0.29319371727748683
47.5,33.3,76.2,2.0,1.0,0.5,0.1,1.3,0,751.9000000000001,0.5449735449735451
52.8,23.8,73.7,2.1,0.6,0.5,0.2,0.7,0,244.0,0.3961038961038961
50.0,0.0,70.0,5.3,1.0,0.7,0.2,1.2,1,541.1999999999999,0.3492063492063492
45.6,39.1,57.4,1.4,3.3,0.7,0.1,1.0,1,426.40000000000003,0.28415300546448086
43.8,31.6,79.6,1.1,1.7,0.4,0.1,0.9,1,270.0,0.3312883435582822
44.6,28.6,66.5,4.0,0.9,0.6,0.5,1.1,0,418.7,0.3291925465838509
43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0,344.0,0.2721518987341772
43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0,344.0,0.2721518987341772
35.8,16.7,79.4,1.5,2.3,0.8,0.0,1.3,1,265.2,0.30952380952380953
55.0,0.0,64.3,3.8,0.3,0.3,0.4,0.9,0,232.20000000000002,0.44628099173553726
43.9,10.0,62.5,0.7,2.2,0.4,0.1,0.8,1,234.0,0.375
36.9,33.3,67.3,0.9,1.4,0.7,0.1,0.9,1,206.8,0.3760683760683761
